,FilingDate,TradeDate,Ticker,Company,Name,Role,TradeType,Share Price,NoShares,DollarAmount,PercentChange,DollarIncrease,
,03/09/2020 10:53,03/09/2020,AIM,Aim Immunotech Inc.,Equels Thomas K.,"CEO, Pres",P - Purchase,$2.03,12316,184033,7%,"+$25,001",
,04/09/2020 07:45,03/09/2020,CWH,"Camping World Holdings, Inc.",Lemonis Marcus,"CEO, 10%",P - Purchase,$32.18,3100,623926,0%,"+$99,769",
D,04/09/2020 17:00,03/09/2020,EXLS,"Exlservice Holdings, Inc.",Nicolelli Maurizio,"EVP, CFO",P - Purchase,$63.69,1500,1500,New,"+$95,535",
,04/09/2020 17:41,03/09/2020,LMB,"Limbach Holdings, Inc.",Brooks Jayme L.,"EVP, CFO",P - Purchase,$6.53,4595,9595,92%,"+$30,005",
,04/09/2020 17:50,03/09/2020,LMB,"Limbach Holdings, Inc.",Bacon Charles A. III,"Pres, CEO",P - Purchase,$6.62,12000,397664,3%,"+$79,464",
,02/09/2020 17:04,02/09/2020,BKR,Baker Hughes Co,Simonelli Lorenzo,"COB, Pres, CEO",P - Purchase,$14.12,71275,287096,33%,"+$1,006,104",
,03/09/2020 07:45,02/09/2020,CWH,"Camping World Holdings, Inc.",Lemonis Marcus,"CEO, 10%",P - Purchase,$32.26,3105,620826,1%,"+$100,175",
,03/09/2020 08:43,02/09/2020,FRG,"Franchise Group, Inc.",Kahn Brian Randall,"CEO, 10%",P - Purchase,$25.50,175000,176373,>999%,"+$4,462,500",
,03/09/2020 08:54,02/09/2020,RILY,"B. Riley Financial, Inc.",Riley Bryant R,"COB, Co-CEO, 10%",P - Purchase,$27.15,17800,4966576,0%,"+$483,270",
,03/09/2020 16:17,02/09/2020,CLDT,Chatham Lodging Trust,Fisher Jeffrey H,"COB, Pres, CEO",P - Purchase,$7.27,45000,736645,7%,"+$327,150",
,01/09/2020 13:46,01/09/2020,PNBK,Patriot National Bancorp Inc,Russell Robert Glenn,"Pres, CEO",P - Purchase,$6.06,5000,7500,200%,"+$30,320",
,01/09/2020 17:10,01/09/2020,AMG,"Affiliated Managers Group, Inc.",Horgen Jay C.,"Pres, CEO",P - Purchase,$67.90,5000,148167,3%,"+$339,500",
,01/09/2020 17:59,01/09/2020,MAXR,Maxar Technologies Inc.,Jablonsky Daniel L,"Pres, CEO",P - Purchase,$22.69,3000,339533,1%,"+$68,060",
,01/09/2020 20:33,01/09/2020,DRNA,Dicerna Pharmaceuticals Inc,Fambrough Douglas,"Pres, CEO",P - Purchase,$18.06,10000,22300,81%,"+$180,597",
,02/09/2020 09:21,01/09/2020,SIC,"Select Interior Concepts, Inc.",Varner Leo William Jr.,CEO,P - Purchase,$6.19,10000,535000,2%,"+$61,900",
,02/09/2020 15:38,01/09/2020,GPV,Greenpower Motor Co Inc.,Atkinson Fraser,"CEO, COB, 10%",P - Purchase,$20.00,25000,2311827,1%,"+$500,000",
,02/09/2020 16:05,01/09/2020,SWX,"Southwest Gas Holdings, Inc.",Daily Paul M,"CEO, Centuri Group, Inc.",P - Purchase,$62.29,495,4670,12%,"+$30,834",
,02/09/2020 16:10,01/09/2020,IVZ,Invesco Ltd.,Flanagan Martin L,"Pres, CEO",P - Purchase,$10.19,294507,4410454,7%,"+$2,999,988",
,02/09/2020 19:04,01/09/2020,HCDI,"Harbor Custom Development, Inc.",Griffin Sterling,"Pres, CEO, 10%",P - Purchase,$6.00,50000,2817783,2%,"+$300,000",
D,01/09/2020 07:35,31/08/2020,CWH,"Camping World Holdings, Inc.",Lemonis Marcus,"CEO, 10%",P - Purchase,$29.04,17525,617721,3%,"+$508,910",
M,01/09/2020 09:59,31/08/2020,OFG,Ofg Bancorp,Fernandez Jose Rafael,"Pres, CEO",P - Purchase,$12.90,5000,17000,42%,"+$64,498",
M,01/09/2020 15:48,31/08/2020,CLBK,"Columbia Financial, Inc.",Gibney Dennis E.,"EVP, CFO",P - Purchase,$10.68,4000,185764,2%,"+$42,708",
,01/09/2020 16:07,31/08/2020,CALX,"Calix, Inc",Sindelar Cory,CFO,P - Purchase,$19.75,5000,71119,8%,"+$98,750",
,01/09/2020 16:11,31/08/2020,CCRN,Cross Country Healthcare Inc,Clark Kevin Cronin,"Pres, CEO",P - Purchase,$6.29,9101,527665,2%,"+$57,245",
,01/09/2020 17:13,31/08/2020,XPER,Xperi Holding Corp,Kirchner Jon,CEO,P - Purchase,$12.58,2000,605963,0%,"+$25,159",
D,01/09/2020 17:39,31/08/2020,WYY,Widepoint Corp,Kim Kellie H,CFO,P - Purchase,$0.52,89664,189664,90%,"+$46,419",
,01/09/2020 18:05,31/08/2020,QDEL,Quidel Corp /de/,Bryant Douglas C,"Pres, CEO",P - Purchase,$174.99,5000,455823,1%,"+$874,965",
,28/08/2020 16:30,28/08/2020,SONA,Southern National Bancorp of Virginia Inc,Zember Dennis J Jr,"Pres, CEO",P - Purchase,$8.79,10000,50000,25%,"+$87,865",
,27/08/2020 16:30,27/08/2020,CWH,"Camping World Holdings, Inc.",Lemonis Marcus,"CEO, 10%",P - Purchase,$31.21,3200,597111,1%,"+$99,868",
,26/08/2020 15:26,26/08/2020,CCNE,Cnb Financial Corp/pa,Bower Joseph B Jr,"Pres, CEO",P - Purchase,$25.00,4360,53089,9%,"+$109,000",
,26/08/2020 17:14,26/08/2020,KW,"Kennedy-Wilson Holdings, Inc.",McMorrow William J,CEO,P - Purchase,$14.07,75000,12729138,1%,"+$1,055,250",
,27/08/2020 08:50,26/08/2020,RILY,"B. Riley Financial, Inc.",Riley Bryant R,"COB, Co-CEO, 10%",P - Purchase,$26.67,20000,4948776,0%,"+$533,312",
,27/08/2020 11:39,26/08/2020,HTBI,"Hometrust Bancshares, Inc.",Vuncannon Tony J.,"EVP, CFO, Treasurer",P - Purchase,$14.40,2500,69486,4%,"+$36,000",
D,27/08/2020 13:38,26/08/2020,EDNT,"Edison Nation, Inc.",Ferguson Christopher,"COB, CEO, 10%",P - Purchase,$2.13,16000,1795950,1%,"+$34,019",
,27/08/2020 16:05,26/08/2020,ASX,Coronado Global Resources Inc.,Ziems Gerhard,Group CFO,P - Purchase,$4.39,33436,33436,New,"+$146,676",
,27/08/2020 16:49,26/08/2020,PEIX,"Pacific Ethanol, Inc.",McGregor Bryon T,CFO,P - Purchase,$3.43,10000,287725,4%,"+$34,250",
D,27/08/2020 17:03,26/08/2020,PEIX,"Pacific Ethanol, Inc.",Koehler Neil M,"Co-Pres, Co-CEO",P - Purchase,$3.35,50000,921699,6%,"+$167,739",
M,27/08/2020 18:50,26/08/2020,KAMN,Kaman Corp,Keating Neal J,"Chm, Pres, CEO",P - Purchase,$45.97,2200,232995,1%,"+$101,129",
,26/08/2020 07:45,25/08/2020,CWH,"Camping World Holdings, Inc.",Lemonis Marcus,"CEO, 10%",P - Purchase,$29.82,16775,593911,3%,"+$500,153",
M,26/08/2020 17:40,25/08/2020,FRPH,"Frp Holdings, Inc.",Baker John D II,"CEO, 10%",P - Purchase,$40.59,3700,1385257,0%,"+$150,170",
,25/08/2020 07:45,24/08/2020,CWH,"Camping World Holdings, Inc.",Lemonis Marcus,"CEO, 10%",P - Purchase,$32.23,15475,577136,3%,"+$498,804",
D,25/08/2020 16:05,24/08/2020,FREE,"Whole Earth Brands, Inc.",Rusie Andrew,CFO,P - Purchase,$7.29,4300,4300,New,"+$31,347",
,25/08/2020 16:06,24/08/2020,FREE,"Whole Earth Brands, Inc.",Manzone Albert,CEO,P - Purchase,$7.43,10000,10000,New,"+$74,284",
M,25/08/2020 18:24,24/08/2020,INFU,"Infusystem Holdings, Inc",Steele Barry G,"EVP, CFO",P - Purchase,$12.99,3105,14981,26%,"+$40,348",
,25/08/2020 19:11,24/08/2020,CNSP,"Cns Pharmaceuticals, Inc.",Downs Christopher,CFO,P - Purchase,$2.04,142000,142000,New,"+$289,680",
,21/08/2020 08:08,21/08/2020,AIM,Aim Immunotech Inc.,Equels Thomas K.,CEO,P - Purchase,$2.33,10730,171717,7%,"+$25,001",
,21/08/2020 18:52,21/08/2020,BOCH,Bank of Commerce Holdings,Sundquist James A,EVP CFO,P - Purchase,$7.50,5000,171755,3%,"+$37,500",
M,21/08/2020 08:00,20/08/2020,CWH,"Camping World Holdings, Inc.",Lemonis Marcus,"CEO, 10%",P - Purchase,$33.05,7565,561661,1%,"+$250,059",
,20/08/2020 08:00,19/08/2020,CWH,"Camping World Holdings, Inc.",Lemonis Marcus,"CEO, 10%",P - Purchase,$37.17,2690,554096,0%,"+$99,983",
,18/08/2020 16:10,18/08/2020,SBH,"Sally Beauty Holdings, Inc.",Brickman Christian A.,"Pres, CEO",P - Purchase,$12.19,10000,456741,2%,"+$121,860",
,18/08/2020 18:06,18/08/2020,FLUX,"Flux Power Holdings, Inc.",Dutt Ronald F,"CEO, Pres",P - Purchase,$4.00,8750,21660,68%,"+$35,000",
,19/08/2020 08:00,18/08/2020,CWH,"Camping World Holdings, Inc.",Lemonis Marcus,"CEO, 10%",P - Purchase,$35.71,2805,551406,1%,"+$100,167",
,19/08/2020 10:38,18/08/2020,TCBI,Texas Capital Bancshares Inc/tx,Helm Larry L,"CEO, Pres",P - Purchase,$33.12,30000,54076,125%,"+$993,600",
,19/08/2020 15:52,18/08/2020,FMAO,Farmers & Merchants Bancorp Inc,Eller Lars B,"Pres, CEO",P - Purchase,$21.90,2300,16852,16%,"+$50,380",
,19/08/2020 17:10,18/08/2020,FET,"Forum Energy Technologies, Inc.",Gaut C Christopher,"CEO, COB",P - Purchase,$0.48,125000,4477237,3%,"+$60,550",
,19/08/2020 18:36,18/08/2020,RBBN,Ribbon Communications Inc.,McClelland Bruce William,"Pres, CEO",P - Purchase,$4.49,10000,115575,9%,"+$44,900",
,19/08/2020 18:45,18/08/2020,SREV,"Servicesource International, Inc.",Moore Gary B,CEO,P - Purchase,$1.58,61496,1379158,5%,"+$97,255",
M,17/08/2020 19:20,17/08/2020,PRVB,"Provention Bio, Inc.",Palmer Ashleigh,"Pres, CEO",P - Purchase,$12.83,2800,2565800,0%,"+$35,924",
M,17/08/2020 20:03,17/08/2020,WEYL,"Weyland Tech, Inc.",Suen Brent,"CEO, Pres",P - Purchase,$7.70,11500,219770,6%,"+$88,550",
,18/08/2020 08:04,17/08/2020,CWH,"Camping World Holdings, Inc.",Lemonis Marcus,"CEO, 10%",P - Purchase,$33.80,2958,548601,1%,"+$99,968",
M,18/08/2020 19:34,17/08/2020,NTST,Netstreit Corp.,Blocher Andrew P,"CFO, Treasurer, Secretary",P - Purchase,$18.00,2000,2000,New,"+$36,000",
,14/08/2020 15:45,14/08/2020,RETA,Reata Pharmaceuticals Inc,Soni Manmeet Singh,"COO, CFO",P - Purchase,$100.21,3000,3000,New,"+$300,630",
,14/08/2020 16:01,14/08/2020,CLNY,"Colony Capital, Inc.",Ganzi Marc C,"CEO, Pres",P - Purchase,$2.70,100000,148889,205%,"+$269,660",
,13/08/2020 16:27,13/08/2020,CWH,"Camping World Holdings, Inc.",Lemonis Marcus,"CEO, 10%",P - Purchase,$33.82,2954,542668,1%,"+$99,904",
D,13/08/2020 20:22,13/08/2020,VVNT,"Vivint Smart Home, Inc.",Pedersen Todd R.,CEO,P - Purchase,$19.36,32417,135593,31%,"+$627,593",
,14/08/2020 18:01,13/08/2020,SP,Sp Plus Corp,Baumann G Marc,"Pres, CEO",P - Purchase,$18.95,5000,66831,8%,"+$94,750",
,12/08/2020 16:16,12/08/2020,CWH,"Camping World Holdings, Inc.",Lemonis Marcus,"CEO, 10%",P - Purchase,$33.22,3012,539714,1%,"+$100,044",
,12/08/2020 18:20,12/08/2020,PACQ,Pure Acquisition Corp.,Tholen Steven W,CFO,P - Purchase,$10.61,5000,5000,New,"+$53,030",
,12/08/2020 20:50,12/08/2020,VVNT,"Vivint Smart Home, Inc.",Pedersen Todd R.,CEO,P - Purchase,$17.64,20959,103176,25%,"+$369,717",
,13/08/2020 09:37,12/08/2020,ASPS,Altisource Portfolio Solutions S.A.,Shepro William B,"COB, CEO",P - Purchase,$8.68,11600,487990,2%,"+$100,644",
,13/08/2020 19:39,12/08/2020,AVDL,Avadel Pharmaceuticals Plc,Divis Gregory J,CEO,P - Purchase,$7.78,13000,99100,15%,"+$101,156",
,13/08/2020 20:00,12/08/2020,LIVX,"Livexlive Media, Inc.",Ellin Robert S,"CEO, COB, 10%",P - Purchase,$2.68,33261,17357546,0%,"+$89,174",
,11/08/2020 16:15,11/08/2020,CWH,"Camping World Holdings, Inc.",Lemonis Marcus,"CEO, 10%",P - Purchase,$32.29,3099,536702,1%,"+$100,063",
,11/08/2020 18:00,11/08/2020,CLNY,"Colony Capital, Inc.",Wu Jacky,"CFO, Treasurer",P - Purchase,$2.48,20000,629137,3%,"+$49,600",
,11/08/2020 20:38,11/08/2020,QDEL,Quidel Corp /de/,Bryant Douglas C,"Pres, CEO",P - Purchase,$234.12,5000,450823,1%,"+$1,170,600",
M,12/08/2020 06:30,11/08/2020,VIRT,"Virtu Financial, Inc.",Cifu Douglas A,CEO,P - Purchase,$22.45,100000,292755,52%,"+$2,245,263",
,12/08/2020 08:46,11/08/2020,ORA,"Ormat Technologies, Inc.",Ginzburg Assi,CFO,P - Purchase,$61.03,20000,20000,New,"+$1,220,600",
,12/08/2020 16:31,11/08/2020,BCRX,Biocryst Pharmaceuticals Inc,Doyle Anthony,CFO,P - Purchase,$4.08,54000,54000,New,"+$220,320",
,10/08/2020 16:15,10/08/2020,CWH,"Camping World Holdings, Inc.",Lemonis Marcus,"CEO, 10%",P - Purchase,$32.56,3080,533603,1%,"+$100,281",
D,10/08/2020 17:51,10/08/2020,GPRE,Green Plains Inc.,Becker Todd A,"Pres, CEO",P - Purchase,$14.93,10000,539595,2%,"+$149,290",
,10/08/2020 18:35,10/08/2020,LBC,Luther Burbank Corp,Lagomarsino Simone,Pres CEO,P - Purchase,$10.47,2500,182848,1%,"+$26,175",
,11/08/2020 14:40,10/08/2020,ATAX,"America First Multifamily Investors, L.P.",Daffer Chad L,CEO,P - Purchase,$4.48,16740,422499,4%,"+$75,045",
,11/08/2020 17:12,10/08/2020,RRR,"Red Rock Resorts, Inc.",Fertitta Frank J III,"CEO, 10%",P - Purchase,$14.12,705000,48354972,1%,"+$9,951,780",
,11/08/2020 17:18,10/08/2020,FIBK,First Interstate Bancsystem Inc,Riley Kevin P,"Pres, CEO",P - Purchase,$31.75,11000,94744,13%,"+$349,250",
,11/08/2020 19:55,10/08/2020,RKT,"Rocket Companies, Inc.",Farner Jay,CEO,P - Purchase,$18.00,204000,1054000,24%,"+$3,672,000",
,07/08/2020 18:16,07/08/2020,WHG,Westwood Holdings Group Inc,Casey Brian O,"Pres, CEO",P - Purchase,$11.36,10000,366170,3%,"+$113,562",
,06/08/2020 11:38,06/08/2020,CNBKA,Century Bancorp Inc,Hornby William P,"CFO, Treasurer",P - Purchase,$70.59,500,1000,100%,"+$35,295",
,06/08/2020 15:54,06/08/2020,FCPT,"Four Corners Property Trust, Inc.",Lenehan William H,"Pres, CEO",P - Purchase,$24.99,4000,346949,1%,"+$99,960",
,06/08/2020 17:27,06/08/2020,CCEL,Cryo Cell International Inc,Portnoy David,"COB, Co-CEO",P - Purchase,$8.70,5817,1398854,0%,"+$50,628",
,07/08/2020 09:48,06/08/2020,BKH,Black Hills Corp /sd/,Evans Linden R,"Pres, CEO",P - Purchase,$57.42,1000,120684,1%,"+$57,421",
,07/08/2020 09:55,06/08/2020,RILY,"B. Riley Financial, Inc.",Riley Bryant R,"COB, Co-CEO, 10%",P - Purchase,$27.15,25000,4928776,1%,"+$678,745",
,07/08/2020 16:15,06/08/2020,FBIZ,"First Business Financial Services, Inc.",Sloane Edward G Jr,CFO,P - Purchase,$16.01,3122,13897,29%,"+$49,974",
DM,05/08/2020 14:28,05/08/2020,GPRE,Green Plains Inc.,Becker Todd A,"Pres, CEO",P - Purchase,$12.80,10000,529595,2%,"+$128,000",
,05/08/2020 16:50,05/08/2020,REKR,"Rekor Systems, Inc.",Berman Robert Alan,"CEO, 10%",P - Purchase,$2.57,2725836,6084940,81%,"+$7,005,399",
,04/08/2020 14:04,04/08/2020,SSB,South State Corp,Corbett John C,CEO,P - Purchase,$48.00,2500,37817,7%,"+$120,000",
,04/08/2020 16:06,04/08/2020,HAYN,Haynes International Inc,Shor Michael L,"Pres, CEO",P - Purchase,$19.49,2000,39316,5%,"+$38,980",
,04/08/2020 16:20,04/08/2020,CLBK,"Columbia Financial, Inc.",Gibney Dennis E.,"EVP, CFO",P - Purchase,$11.54,4000,181764,2%,"+$46,170",
,04/08/2020 17:33,04/08/2020,GWB,"Great Western Bancorp, Inc.",Borrecco Mark Charles,"Pres, CEO",P - Purchase,$12.93,2700,2700,New,"+$34,911",
,05/08/2020 15:06,04/08/2020,MLSS,Milestone Scientific Inc.,Osser Leonard,Interim CEO,P - Purchase,$2.10,17626,7873080,0%,"+$37,015",
,03/08/2020 16:05,03/08/2020,SBH,"Sally Beauty Holdings, Inc.",Brickman Christian A.,"Pres, CEO",P - Purchase,$11.67,10000,446741,2%,"+$116,659",
D,03/08/2020 16:18,03/08/2020,SPOK,"Spok Holdings, Inc",Wallace Michael W,"COO, CFO",P - Purchase,$10.06,3000,36165,9%,"+$30,180",
D,04/08/2020 16:22,03/08/2020,K,Kellogg Co,Cahillane Steven A,"COB, Pres, CEO, Trustee, 10%",P - Purchase,$69.32,2727,53292,5%,"+$189,024",
,04/08/2020 18:41,03/08/2020,FNWB,First Northwest Bancorp,Deines Matthew,"Pres, CEO",P - Purchase,$9.99,3500,60000,6%,"+$34,965",
,04/08/2020 18:50,03/08/2020,OCX,Oncocyte Corp,Andrews Ronald Asbury,CEO,P - Purchase,$1.35,40000,102698,64%,"+$53,880",
,04/08/2020 19:30,03/08/2020,JMP,Jmp Group LLC,Jolson Joseph A,"CEO, 10%",P - Purchase,$2.64,33333,6765536,0%,"+$87,999",
D,31/07/2020 12:03,31/07/2020,GWB,"Great Western Bancorp, Inc.",Chapman Peter Robert,"EVP, CFO",P - Purchase,$12.76,3500,29390,14%,"+$44,660",
,30/07/2020 17:34,30/07/2020,FRG,"Franchise Group, Inc.",Kahn Brian Randall,"CEO, 10%",P - Purchase,$23.25,400000,401373,>999%,"+$9,300,000",
,30/07/2020 21:36,30/07/2020,ZYXI,Zynex Inc,Moorhead Daniel J,CFO,P - Purchase,$18.11,2733,19001,17%,"+$49,495",
,31/07/2020 08:49,30/07/2020,UHT,Universal Health Realty Income Trust,Miller Alan B,"Pres,, CEO",P - Purchase,$68.31,1500,169105,1%,"+$102,468",
D,29/07/2020 18:10,29/07/2020,PFHD,Professional Holding Corp.,Sheehan Daniel R,"COB, CEO",P - Purchase,$10.50,4700,84934,6%,"+$49,350",
,28/07/2020 16:18,28/07/2020,ANNX,"Annexon, Inc.",Lew Jennifer,"EVP, CFO",P - Purchase,$17.00,2000,2000,New,"+$34,000",
,29/07/2020 09:08,28/07/2020,TSC,"Tristate Capital Holdings, Inc.",Fetterolf Brian S,"CEO, TSC Bank, Dir TSC",P - Purchase,$12.92,2000,312631,1%,"+$25,848",
,29/07/2020 14:54,28/07/2020,SFNC,Simmons First National Corp,Makris George Jr,"COB, CEO",P - Purchase,$16.72,10000,483606,2%,"+$167,200",
,28/07/2020 11:25,27/07/2020,CADE,Cadence Bancorporation,Murphy Paul B Jr,"COB, CEO",P - Purchase,$8.15,15000,517642,3%,"+$122,250",
,28/07/2020 13:54,27/07/2020,BSET,Bassett Furniture Industries Inc,Spilman Robert H Jr,"COB, CEO",P - Purchase,$7.60,5000,281517,2%,"+$37,984",
,21/07/2020 19:35,21/07/2020,PAND,"Pandion Therapeutics, Inc.",Kakkar Rahul,CEO,P - Purchase,$18.00,14000,716515,2%,"+$252,000",
,21/07/2020 19:57,21/07/2020,ALXO,Alx Oncology Holdings Inc,Garcia Peter S,CFO,P - Purchase,$19.00,3000,3000,New,"+$57,000",
,21/07/2020 10:31,20/07/2020,NTWK,Netsol Technologies Inc,Ghauri Najeeb,CEO,P - Purchase,$2.91,17264,771583,2%,"+$50,290",
,21/07/2020 19:20,20/07/2020,RLAY,"Relay Therapeutics, Inc.",Patel Sanjiv,"Pres, CEO",P - Purchase,$20.00,25000,1360431,2%,"+$500,000",
D,16/07/2020 16:13,15/07/2020,PRSP,Perspecta Inc.,Curtis John M,"Dir, CEO",P - Purchase,$21.97,18354,242109,8%,"+$403,237",
,15/07/2020 16:53,14/07/2020,AZZ,Azz Inc,Ferguson Thomas E,"Pres, CEO",P - Purchase,$28.94,10000,109794,10%,"+$289,376",
,15/07/2020 18:57,14/07/2020,CHMA,"Chiasma, Inc",Kannan Raj,CEO,P - Purchase,$4.20,10000,17095,141%,"+$42,000",
,14/07/2020 11:06,13/07/2020,BSET,Bassett Furniture Industries Inc,Spilman Robert H Jr,"COB, CEO",P - Purchase,$7.12,5000,276517,2%,"+$35,600",
,10/07/2020 14:22,09/07/2020,CFOO,China Foods Holdings Ltd.,Kong Xiao Jun,"CEO, CFO, 10%",P - Purchase,$0.32,13950000,18951000,279%,"+$4,464,000",
,08/07/2020 16:58,08/07/2020,COO,"Cooper Companies, Inc.",White Albert G III,"Pres, CEO",P - Purchase,$278.23,1000,41430,2%,"+$278,230",
,29/06/2020 19:36,29/06/2020,NK,"Nantkwest, Inc.",Soon-Shiong Patrick,"COB, CEO, 10%",P - Purchase,$12.12,3710000,69944890,6%,"+$44,965,200",
,30/06/2020 08:19,29/06/2020,AXSM,"Axsome Therapeutics, Inc.",Pizzie Nick,CFO,P - Purchase,$76.64,777,41277,2%,"+$59,549",
,30/06/2020 21:01,29/06/2020,ADAP,Adaptimmune Therapeutics Plc,Wood Gavin,CFO,P - Purchase,$1.62,33000,33000,New,"+$53,460",
,25/06/2020 16:42,24/06/2020,ED,Consolidated Edison Inc,Hoglund Robert N,"SVP, CFO",P - Purchase,$71.65,2000,41893,5%,"+$143,300",
,23/06/2020 17:01,23/06/2020,GOSS,"Gossamer Bio, Inc.",Giraudo Bryan,CFO,P - Purchase,$12.96,2000,74500,3%,"+$25,922",
,22/06/2020 16:08,22/06/2020,ATNX,"Athenex, Inc.",Lau Johnson Yiu Nam,"CEO, COB, 10%",P - Purchase,$12.81,2000,4065945,0%,"+$25,620",
,23/06/2020 19:15,22/06/2020,COUP,Coupa Software Inc,Ford Todd R,CFO,P - Purchase,$260.60,471,8597,6%,"+$122,742",
,18/06/2020 16:34,17/06/2020,TLYS,"Tilly'S, Inc.",Henry Michael,CFO,P - Purchase,$5.76,5000,46290,12%,"+$28,820",
,18/06/2020 18:12,17/06/2020,FMBI,First Midwest Bancorp Inc,Scudder Michael L,"COB, CEO",P - Purchase,$25.00,4000,356261,1%,"+$100,000",
D,17/06/2020 09:04,16/06/2020,EMKR,Emcore Corp,Rittichier Jeffrey,CEO,P - Purchase,$3.12,15000,266341,6%,"+$46,800",
D,17/06/2020 16:05,16/06/2020,CHUY,"Chuy'S Holdings, Inc.",Howie Jon W,"VP, CFO",P - Purchase,$16.00,6225,54577,13%,"+$99,598",
,15/06/2020 10:11,15/06/2020,IZEA,"Izea Worldwide, Inc.",Murphy Edward H,"Pres, CEO",P - Purchase,$6.14,7500,371103,2%,"+$46,050",
,15/06/2020 16:52,15/06/2020,SIF,Sifco Industries Inc,Knapper Peter William,"Pres, CEO",P - Purchase,$4.25,10500,140335,8%,"+$44,625",
,16/06/2020 09:43,15/06/2020,RNDB,"Randolph Bancorp, Inc.",Parent William M,"Pres, CEO",P - Purchase,$9.25,3269,38079,9%,"+$30,238",
,16/06/2020 14:34,15/06/2020,PMBC,Pacific Mercantile Bancorp,Dinsmore Bradford R,CEO,P - Purchase,$3.65,10000,88000,13%,"+$36,458",
,16/06/2020 16:10,15/06/2020,AAP,Advance Auto Parts Inc,Greco Thomas,"Pres, CEO",P - Purchase,$136.13,7285,132473,6%,"+$991,707",
,16/06/2020 16:27,15/06/2020,JAX,"J. Alexander'S Holdings, Inc.",Parkey Mark A,"Pres, CEO",P - Purchase,$4.74,25000,128087,24%,"+$118,599",
D,16/06/2020 17:24,15/06/2020,CCEL,Cryo Cell International Inc,Portnoy David,Co-CEO,P - Purchase,$7.94,30297,1075479,3%,"+$240,464",
,16/06/2020 17:28,15/06/2020,JMP,Jmp Group LLC,Jolson Joseph A,"CEO, 10%",P - Purchase,$2.77,67270,6730749,1%,"+$186,338",
,16/06/2020 17:36,15/06/2020,MNKD,Mannkind Corp,Castagna Michael,CEO,P - Purchase,$1.47,40431,208853,24%,"+$59,434",
M,16/06/2020 17:52,15/06/2020,CCRN,Cross Country Healthcare Inc,Clark Kevin Cronin,"Pres, CEO",P - Purchase,$5.74,4713,516175,1%,"+$27,053",
DM,12/06/2020 10:48,12/06/2020,ANIX,Anixa Biosciences Inc,Kumar Amit,CEO,P - Purchase,$2.03,20000,234000,9%,"+$40,600",
,12/06/2020 16:56,12/06/2020,FLXS,Flexsteel Industries Inc,Schmidt Derek P,"CFO, COO",P - Purchase,$12.20,4098,62019,7%,"+$49,996",
M,11/06/2020 16:50,11/06/2020,ATH,Athene Holding Ltd,Belardi James Richard,"COB, CEO, CIO",P - Purchase,$25.00,40000,40000,New,"+$1,000,000",
,12/06/2020 06:01,11/06/2020,CWH,"Camping World Holdings, Inc.",Lemonis Marcus,"CEO, 10%",P - Purchase,$21.27,23500,530523,5%,"+$499,958",
,12/06/2020 17:53,11/06/2020,QDEL,Quidel Corp /de/,Bryant Douglas C,"Pres, CEO",P - Purchase,$160.33,5000,445823,1%,"+$801,670",
D,12/06/2020 20:02,11/06/2020,AMEH,"Apollo Medical Holdings, Inc.",Chin Eric,CFO,P - Purchase,$14.90,2040,9197,29%,"+$30,396",
,10/06/2020 19:10,10/06/2020,SIC,"Select Interior Concepts, Inc.",Varner Leo William Jr.,CEO,P - Purchase,$4.26,25000,525000,5%,"+$106,500",
,10/06/2020 21:59,10/06/2020,ARCT,Arcturus Therapeutics Holdings Inc.,Payne Joseph E,"Pres, CEO",P - Purchase,$31.69,1000,1475097,0%,"+$31,690",
,10/06/2020 21:59,10/06/2020,ARCT,Arcturus Therapeutics Holdings Inc.,Sassine Andy,CFO,P - Purchase,$29.74,5000,273245,2%,"+$148,700",
,11/06/2020 09:28,10/06/2020,UCBI,United Community Banks Inc,Harralson Jefferson L,"EVP, CFO",P - Purchase,$25.00,1000,24821,4%,"+$25,000",
D,11/06/2020 16:16,10/06/2020,TPC,Tutor Perini Corp,Smalley Gary G.,"EVP, CFO",P - Purchase,$12.51,15940,70249,29%,"+$199,409",
,09/06/2020 12:41,09/06/2020,MCACU,Mountain Crest Acquisition Corp.,Liu Dong,"CFO, 10%",P - Purchase,$10.00,296500,1728000,21%,"+$2,965,000",
,09/06/2020 12:44,09/06/2020,MCACU,Mountain Crest Acquisition Corp.,Liu Suying,"CEO, 10%",P - Purchase,$10.00,296500,1728000,21%,"+$2,965,000",
,09/06/2020 17:17,09/06/2020,FIBK,First Interstate Bancsystem Inc,Riley Kevin P,"Pres, CEO",P - Purchase,$34.13,2000,78047,3%,"+$68,260",
,10/06/2020 07:54,09/06/2020,CLDX,"Celldex Therapeutics, Inc.",Marucci Anthony S,"Pres, CEO",P - Purchase,$3.06,15000,19438,338%,"+$45,900",
D,10/06/2020 07:55,09/06/2020,CLDX,"Celldex Therapeutics, Inc.",Martin Samuel Bates,"SVP, CFO",P - Purchase,$3.05,9750,10735,990%,"+$29,738",
D,10/06/2020 09:44,09/06/2020,TSC,"Tristate Capital Holdings, Inc.",Fetterolf Brian S,"CEO, TSC Bank, Dir TSC",P - Purchase,$17.94,1400,311606,0%,"+$25,120",
